"ACCOUNT:","MON001 - SHORTEN INTERNATIONAL 66 ON MONZALI"
"ACCOUNT CURRENCY:","Local"
"DISPLAY CURRENCY:","Local"
"CURRENT BALANCE:","2717.79"
"UD PAY/CHEQUES:","0.00"
"CREDIT CLAIMS:","0.00"
"TOTAL EXCLUDING UD/CLAIMS:","0.00"
"SORT ORDER:","DOCUMENT DATE"
"YEAR:","CURRENT"
"INCLUDE:","UD PAYMENTS, UD CHEQUES, CREDIT CLAIMS"
"EXCLUDE:","ALLOCATION DETAIL"

"LINE","PERIOD","DOCNO","ENTRY","DATE","INVNO","CUSTOMER/BANK REF","ORDER","REFERENCE","AMOUNT","BALANCE"
"69","02","00050072","Invoice","02/04/2026","","DN-21861","","SHORTEN INTERNATIONAL 66 ON MO","2527.19","-1710.19"
"70","02","00050073","Invoice","02/04/2026","","DN-21861-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","704.81"
"71","02","00050097","Invoice","02/04/2026","","DN#21861- EXTRA SV","","SHORTEN INTERNATIONAL 66 ON MO","2615.10","3319.91"
"72","02","00043928","Payment","08/04/2026","","TRANSF | STAT 125","","SHORTEN INTERNATIONAL 66 ON MO","-2527.19","792.72"
"73","02","00014792","Crd Note","16/04/2026","","FAULTY RETURN","","SHORTEN INTERNATIONAL 66 ON MO","-1706.03","-913.31"
"74","02","00014803","Crd Note","24/04/2026","","DN-22341-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-3328.31"
"75","02","00050363","Invoice","24/04/2026","","DN-22341","","SHORTEN INTERNATIONAL 66 ON MO","2815.20","-513.11"
"76","02","00050364","Invoice","24/04/2026","","DN-22341-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","1901.89"
"77","02","00015052","Crd Note","12/06/2026","","DN#22477-EMPTIES","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-513.11"
"78","02","00051175","Invoice","12/06/2026","","DN#22477","","SHORTEN INTERNATIONAL 66 ON MO","3109.32","2596.21"
"79","02","00051176","Invoice","12/06/2026","","DN#22477-EMPTIES","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","5011.21"
"80","02","00044746","Payment","18/06/2026","","TRANSF | STAT 127","","SHORTEN INTERNATIONAL 66 ON MO","-3109.32","1901.89"
"81","02","00015263","Crd Note","15/07/2026","","DN#22820=EMPTIES","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","-513.11"
"82","02","00045216","Payment","15/07/2026","","TRANSF | STAT 128","","SHORTEN INTERNATIONAL 66 ON MO","-5430.30","-5943.41"
"83","02","00051846","Invoice","15/07/2026","","DN#22820","","SHORTEN INTERNATIONAL 66 ON MO","3123.10","-2820.31"
"84","02","00051847","Invoice","15/07/2026","","DN#22820=EMPTIES","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","-405.31"
"85","02","00051952","Invoice","20/07/2026","","DN#22696","","SHORTEN INTERNATIONAL 66 ON MO","3123.10","2717.79"
"86","02","00051953","Invoice","20/07/2026","","DN#22696-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","2415.00","5132.79"
"87","02","00015303","Crd Note","22/07/2026","","DN#22696-EMPTY","","SHORTEN INTERNATIONAL 66 ON MO","-2415.00","2717.79"
